trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.started,intro.stopped,next.keys,next.rt,next.started,next.stopped,text.started,text.stopped,sound_2.started,sound_2.stopped,start_sound.started,start_sound.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.097108757006936,None,space,13.977884822001215,11.097108757006936,None,,,,,,,,,t,001,2022-06-21_18h41.48.171,EEG_Hyperscanning,2022.1.4,60.072705990208604,
,,,,,,,,,,130.62568864101195,None,130.62304324998405,None,40.12618307700613,None,40.60959098400781,None,,,,,,,
