trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.started,intro.stopped,next.keys,next.rt,next.started,next.stopped,text.started,text.stopped,sound_2.started,sound_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.03020146599738,None,space,1.7250272810051683,13.03020146599738,None,,,,,t,001,2022-06-20_13h05.17.204,EEG_Hyperscanning,2022.1.4,59.951761255620724,
,,,,,,,,,,14.787610220984789,None,14.78037261829304,None,,,,,,,
