trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.started,intro.stopped,next.keys,next.rt,next.started,next.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.418028642015997,None,space,5.410087527998257,14.418028642015997,None,f,001,2022-06-21_18h44.51.904,EEG_Hyperscanning,2022.1.4,59.95025315587336,
