trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.started,intro.stopped,next.keys,next.rt,next.started,next.stopped,text.started,text.stopped,sound_2.started,sound_2.stopped,start_sound.started,start_sound.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.345124009007122,None,space,2.1347884900169447,10.345124009007122,None,,,,,,,,,t,001,2022-06-27_10h43.11.511,EEG_Hyperscanning,2022.1.4,59.99921256545599,
,,,,,,,,,,12.513620294979773,None,12.501468470873078,None,27.51415303486283,None,27.513810342003126,None,,,,,,,
