trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.started,intro.stopped,next.keys,next.rt,next.started,next.stopped,text.started,text.stopped,sound_2.started,sound_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.260007238015532,None,space,21.462988789950032,14.260007238015532,None,,,,,t,001,2022-06-28_12h14.49.919,EEG_Hyperscanning,2022.1.4,60.205825414310816,
,,,,,,,,,,35.756055614037905,None,35.744715574604925,None,,,,,,,
