trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.started,intro.stopped,next.keys,next.rt,next.started,next.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.918124696996529,None,space,174.21192448103102,13.918124696996529,None,session_2,001,2022-06-21_19h37.54.167,EEG_Hyperscanning,2022.1.4,60.00895694294078,
